,edgeR_exact,edgeR_glm,edgeR_rob_pDF10,edgeR_rob_pDF05,edgeR_rob_pDF20,edgeR_rob_auto.pDF,edgeR_ql,DESeq,DESeq2_indFilterDeactive,DESeq2_indFilterDeactiveCooksOff,DESeq2_indFilterActive,LimmaQN,LimmaVoom,LimmaVoom_Robust,LimmaTrended,LimmaTrended_Robust,LimmaVoom_QW,LimmaVst,BaySeq,PoissonSeq,SAMSeq,QuasiSeq_QL,QuasiSeq_QLShrink,QuasiSeq_QLSpline,NOISeq,StR
190,12.11338918,12.11338354,12.11334599,12.10782826,12.11338175,12.08290479,12.11343907,Inf,11.62088263,11.62088263,11.62088263,9.056890833,10.16260627,10.16260627,7.509909412,7.509909412,10.21390311,4.529506636,12,Inf,35.69637504,10.10313913,10.10313913,10.10313913,10.13017837,37.22634317
191,-5.455272837,-5.455340479,-5.371122982,-5.390814236,-5.344774563,-5.414659677,-5.452532381,-Inf,-4.723256551,-4.723256551,-4.723256551,-1.72770339,-2.354148744,-2.354148744,-1.151238374,-1.151238374,-2.6626701,-1.278244691,-12,#NAME?,#NAME?,-5.299012478,-5.299012478,-5.299012478,-3.298145313,1.216414715
192,12.8601345,12.8601361,12.75138775,12.74696874,12.75615651,12.73968553,12.86012443,Inf,12.36984301,12.36984301,12.36984301,9.711038912,10.81628381,10.81628381,8.152532819,8.152532819,10.75368039,5.006403655,12,Inf,36.26094475,10.61492612,10.61492612,10.61492612,10.87858275,16.37445752
193,8.062970028,8.062922593,8.000998287,7.989271961,8.008797527,7.966914029,8.061443016,Inf,7.573400653,7.573400653,7.573400653,5.105813539,5.982226224,5.982226224,3.440643008,3.440643008,5.874717136,2.574605642,12,Inf,31.46026212,7.304595911,7.304595911,7.304595911,6.078752642,6.708242229
194,-14.09878226,-14.09878257,-14.0825096,-14.07886785,-14.08635176,-14.07525386,-14.0987781,-Inf,-13.40707664,-13.40707664,-13.40707664,-11.01464921,-11.90553081,-11.90553081,-9.492912441,-9.492912441,-11.88610811,-6.111674391,-12,#NAME?,#NAME?,-11.30415286,-11.30415286,-11.30415286,-11.95713532,41.8656828
195,3.773701414,3.772722239,3.565811105,3.563268578,3.567552626,3.557359193,3.775632939,Inf,3.175927113,3.175927113,3.175927113,1.165302872,1.736706596,1.736706596,0.525090524,0.525090524,1.561331313,0.905066886,12,Inf,26.83402287,4.266386184,4.266386184,4.266386184,1.866819404,1.133089076
196,-12.51914589,-12.5191397,-12.49093743,-12.4908859,-12.49150941,-12.49087465,-12.51916819,-Inf,-11.82326229,-11.82326229,-11.82326229,-9.279586886,-10.15911598,-10.15911598,-7.760129109,-7.760129109,-10.23408602,-4.744207204,-12,#NAME?,#NAME?,-10.20884309,-10.20884309,-10.20884309,-10.37338953,11.85219209
197,-13.74832603,-13.74832709,-13.75010885,-13.74799012,-13.75282892,-13.74721171,-13.74833127,-Inf,-13.06058286,-13.06058286,-13.06058286,-10.46878745,-11.38584081,-11.38584081,-8.953364819,-8.953364819,-11.32888964,-5.684195447,-12,#NAME?,#NAME?,-11.065281,-11.065281,-11.065281,-11.61656476,11.16498968
198,10.34611425,10.3462093,10.33165868,10.32856158,10.33802995,10.32280017,10.34655313,Inf,9.866630617,9.866630617,9.866630617,7.30571727,8.266335253,8.266335253,5.641452531,5.641452531,8.431325748,3.478761045,12,Inf,33.8247888,8.906665851,8.906665851,8.906665851,8.376035575,9.687486372
199,-7.914512363,-7.914472206,-7.449060971,-7.433129107,-7.469389346,-7.41312143,-7.913487059,-Inf,-7.227711769,-7.227711769,-7.227711769,-4.175002979,-5.228177917,-5.228177917,-3.014576702,-3.014576702,-5.280564446,-2.424210514,-12,#NAME?,#NAME?,-7.031838939,-7.031838939,-7.031838939,-5.7757128,3.779081428
200,6.856512965,6.856719166,6.762744179,6.740619016,6.7831186,6.712466221,6.854899437,Inf,6.348979425,6.348979425,6.348979425,3.869408195,4.666179799,4.666179799,2.318342706,2.318342706,4.786494164,2.142404776,12,Inf,30.15619811,6.462114151,6.462114151,6.462114151,4.852729566,3.743381973
